eNB,TotCell Intervals,Context Drop Rate Den,Context Drop Rate Num,MaxNum VoIP Bear Per Cell,Context Drop NoDS1noEPC Rate Num,Context Drop NoDS1noEPC Rate Den,Context Drop NoDS1noEPC Rate,Data ERAB Drop Rate Num,Data ERAB Drop Rate Den,Data ERAB Drop Rate,Data ERAB Drop NoDS1noSGW Rate Num,Data ERAB Drop NoDS1noSGW Rate Den,Data ERAB Drop NoDS1noSGW Rate,RRC Connection Failure Rate Num,RRC Connection Failure Rate Den,RRC Connection Failure Rate,UE Context Setup Failure Rate Num,UE Context Setup Failure Rate Den,UE Context Setup Failure Rate,Data ERAB Setup Failure Rate Num,Data ERAB Setup Failure Rate Den,Data ERAB Setup Failure Rate,Ave RRC Connected Users Num,Ave RRC Connected Users Den,Ave RRC Connected Users,Max RRC Connected Users,DLBurst User TPUT Mbps Num,DLBurst User TPUT Mbps Den,DLBurst User TPUT Mbps,ULBurst User TPUT Mbps Num,ULBurst User TPUT Mbps Den,ULBurst User TPUT Mbps,Intra eNB Total HOFailure Rate Num,Intra eNB Total HOFailure Rate,Intra eNB Total HOFailure xIFLB Rate Num,Intra eNB Total HOFailure xIFLB Rate,X2 Total Handover Failure Rate Num,X2 Total Handover Failure Rate Den,X2 Total Handover Failure Rate,X2 Total Handover Failure 15 1 Rate Num,X2 Total Handover Failure 15 1 Rate Den,X2 Total Handover Failure 15 1 Rate,S1 interface Handover Failure Rate Num,VoLTE ERAB Setup Failure Rate Num,VoLTE ERAB Setup Failure Rate,VoLTE ERAB Drop Rate Num,VoLTE ERAB Drop Rate Den,VoLTE ERAB Drop Rate,VoLTE ERAB Drop NoDS1noPS Rate Num,VoLTE ERAB Drop NoDS1noPS Rate Den,VoLTE ERAB Drop NoDS1noPS Rate,VoLTE HO Failure Rate Num,VoLTE HO Failure Rate Den,AveNum VoIP Bear Per Cell Num,AveNum VoIP Bear Per Cell,Context Drop Rate
131270_SOUTHWEST_PARK_WT,24,60691,202,16.84444444,42,60691,0.0007,375,102969,0.0036,52.96839034,102969,0.0005,36,54751,0.0007,12,50832,0.0002,24,102993,0.0002,923844,21600,42.77,407,124874616,34335766,3.64,15376200,22833466,0.67,2,0.0019,2,0.0029,35,5061,0.0069,52,5061,0.0103,0,0,0,9,661,0.0136,1,661,0.0015,20,395,1154,0,0.0033
131270_SOUTHWEST_PARK_WT,24,64656,273,17.17888889,37,64656,0.0006,1526,107551,0.0142,1050.37303,107551,0.0098,48,58132,0.0008,10,53112,0.0002,22,107573,0.0002,904375,21600,41.87,383,102876768,21459763,4.79,12027584,16995252,0.71,0,0,0,0,36,5846,0.0062,48,5846,0.0082,0,0,0,34,743,0.0458,23,743,0.031,20,402,1392,0.01,0.0042
131270_SOUTHWEST_PARK_WT,24,70908,237,24.70111111,23,70908,0.0003,452,115436,0.0039,23.51134643,115436,0.0002,35,61722,0.0006,4,56909,0.0001,8,115444,0.0001,1018805,21600,47.17,518,130681048,39479442,3.31,17783304,21675972,0.82,4,0.0031,4,0.0049,53,7965,0.0067,72,7965,0.009,20,2,0.002,22,907,0.0243,1,907,0.0011,42,460,2179,0.01,0.0033
131270_SOUTHWEST_PARK_WT,24,70838,201,16.97111111,30,70838,0.0004,385,113019,0.0034,40.40872905,113019,0.0004,51,60910,0.0008,9,55772,0.0002,21,113040,0.0002,943057,21600,43.66,396,130308584,36774043,3.54,12815720,17558693,0.73,2,0.0019,2,0.0026,49,8792,0.0056,78,8792,0.0089,31,0,0,22,739,0.0298,2,739,0.0027,66,417,2388,0.01,0.0028
131270_SOUTHWEST_PARK_WT,24,63725,179,12.99444444,9,63725,0.0001,325,103832,0.0031,5.750533803,103832,0.0001,39,56130,0.0007,3,51428,0.0001,8,103837,0.0001,831113,21600,38.48,376,125046960,26217122,4.77,12743200,15404528,0.83,4,0.0054,4,0.0068,24,6716,0.0036,50,6716,0.0074,0,0,0,10,526,0.019,2,526,0.0038,42,323,1549,0.01,0.0028
131270_SOUTHWEST_PARK_WT,24,55075,131,10.51444444,12,55075,0.0002,245,93967,0.0026,17.41605575,93967,0.0002,32,50434,0.0006,4,46517,0.0001,10,93977,0.0001,719505,21600,33.31,323,120228904,24218131,4.96,12300120,11394750,1.08,1,0.0022,1,0.0025,26,4120,0.0063,38,4120,0.0092,0,1,0.0025,11,391,0.0281,1,391,0.0026,18,250,919,0.01,0.0024
131270_SOUTHWEST_PARK_WT,24,50323,96,9.15,15,50323,0.0003,172,87941,0.002,17.31712025,87941,0.0002,15,47085,0.0003,4,43644,0.0001,7,87946,0.0001,663173,21600,30.7,292,94463576,18189162,5.19,10558616,10371257,1.02,0,0,1,0.0035,16,2889,0.0055,20,2889,0.0069,0,0,0,1,295,0.0034,0,295,0,7,234,547,0,0.0019
131270_SOUTHWEST_PARK_WT,24,47032,105,10.53666667,10,47032,0.0002,193,84959,0.0023,16.90962557,84959,0.0002,11,44961,0.0002,1,41978,0,6,84965,0.0001,635349,21600,29.41,273,96359112,18024675,5.35,12087800,9694628,1.25,0,0,0,0,3,1829,0.0016,9,1829,0.0049,0,0,0,0,195,0,0,195,0,4,208,299,0,0.0022
131270_SOUTHWEST_PARK_WT,24,38821,120,7.235555556,13,38821,0.0003,204,71764,0.0028,13.770251,71764,0.0002,8,37762,0.0002,0,35515,0,2,71764,0,499140,21600,23.11,236,64935280,8839687,7.35,10812232,6305016,1.71,0,0,1,0.0102,4,943,0.0042,5,943,0.0053,0,0,0,0,93,0,0,93,0,3,135,160,0,0.0031
131270_SOUTHWEST_PARK_WT,6,8556,16,4.454444444,5,8556,0.0006,30,15842,0.0019,10.02241594,15842,0.0006,2,8314,0.0002,0,7879,0,0,15840,0,107203,5400,19.85,192,14991664,1701700,8.81,1849952,997584,1.85,0,0,0,0,0,160,0,0,160,0,0,0,0,3,17,0.1765,3,17,0.1765,0,26,16,0,0.0019
131270_SOUTHWEST_PARK_WT,12,11885,88,7,2,11827,0.0002,51,20608,0.0025,4,20608,0.0002,1,11728,0.0001,1,10293,0.0001,2,20610,0.0001,118629,10111,11.73,132,8126408504,481890000,16.86,1503882616,2831130000,0.53,1,0.0667,1,0.0667,0,119,0,0,119,0,0,0,0,1,10,0.1,1,10,0.1,0,21,12801,1.27,0.0074
131270_SOUTHWEST_PARK_WT,5,3564,33,2,1,3545,0.0003,25,5815,0.0043,3,5815,0.0005,0,3528,0,1,2889,0.0003,3,5818,0.0005,25072,2444,10.26,66,1043131352,152157000,6.86,184614752,515575000,0.36,0,0,0,0,1,11,0.0909,1,11,0.0909,0,0,,0,0,,0,0,,0,1,700,0.29,0.0093
131270_SOUTHWEST_PARK_WT,13,9483,79,2,2,9428,0.0002,39,16506,0.0024,2,16506,0.0001,2,9417,0.0002,0,8236,0,1,16507,0.0001,75569,9539,7.92,112,4400979208,211489000,20.81,361818488,839468000,0.43,0,0,0,0,0,44,0,0,44,0,0,0,0,0,1,0,0,1,0,0,0,4968,0.52,0.0083
131270_SOUTHWEST_PARK_WT,24,18897,120,2,1,18788,0.0001,18,35752,0.0005,2,35752,0.0001,3,18692,0.0002,0,17826,0,0,35752,0,158802,21600,7.35,101,11547430040,605439000,19.07,1022526016,2711998000,0.38,0,0,0,0,2,186,0.0108,2,186,0.0108,0,0,0,0,3,0,0,3,0,0,15,6978,0.32,0.0064
131270_SOUTHWEST_PARK_WT,18,14616,93,2,2,14533,0.0001,17,27468,0.0006,3,27468,0.0001,1,14464,0.0001,1,13757,0.0001,2,27470,0.0001,115962,16194,7.16,102,2086548384,134920000,15.47,404099800,739242000,0.55,0,0,0,0,0,122,0,0,122,0,0,0,0,0,2,0,0,2,0,0,9,3503,0.22,0.0064
131270_SOUTHWEST_PARK_WT,12,12862,67,3,1,12809,0.0001,25,23275,0.0011,2,23275,0.0001,2,12420,0.0002,0,11556,0,0,23275,0,113919,10800,10.55,124,8478640768,465113000,18.23,777546032,1555597000,0.5,0,0,0,0,1,416,0.0024,1,416,0.0024,0,0,0,1,16,0.0625,0,16,0,0,35,5535,0.51,0.0052
131270_SOUTHWEST_PARK_WT,24,36685,204,5,2,36579,0.0001,173,62109,0.0028,4,62109,0.0001,5,33710,0.0001,1,30807,0,1,62110,0,343241,21594,15.9,185,29983709536,2742415000,10.93,3707041936,7457528000,0.5,0,0,0,0,16,2819,0.0057,16,2819,0.0057,0,0,0,1,73,0.0137,0,73,0,0,234,13411,0.62,0.0056
131270_SOUTHWEST_PARK_WT,24,58426,374,14,11,58235,0.0002,344,94338,0.0036,23,94338,0.0002,26,51294,0.0005,5,46585,0.0001,10,94348,0.0001,643819,21600,29.81,311,67487593696,11820650000,5.71,7717503056,16482178000,0.47,0,0,0,0,31,6612,0.0047,31,6612,0.0047,1,0,0,8,384,0.0208,1,384,0.0026,3,992,95896,4.44,0.0064
131270_SOUTHWEST_PARK_WT,24,61658,715,20,19,61151,0.0003,401,100504,0.004,41,100504,0.0004,25,54167,0.0005,7,49854,0.0001,14,100518,0.0001,812659,21600,37.62,378,71757909520,10469932000,6.85,11705680480,25157754000,0.47,3,0.0041,3,0.005,55,6741,0.0082,55,6741,0.0082,0,0,0,20,528,0.0379,1,528,0.0019,13,1190,189689,8.78,0.0116
131270_SOUTHWEST_PARK_WT,24,51765,748,24,25,51220,0.0005,372,86690,0.0043,45,86690,0.0005,17,46587,0.0004,5,43094,0.0001,11,86701,0.0001,765480,21597,35.44,331,68035122720,12803404000,5.31,9863424200,32075726000,0.31,0,0,0,0,33,4718,0.007,33,4718,0.007,0,0,0,6,565,0.0106,0,565,0,6,1150,218149,10.1,0.0144
131270_SOUTHWEST_PARK_WT,18,41421,721,24,23,40876,0.0006,323,68586,0.0047,45,68586,0.0007,15,36947,0.0004,4,34210,0.0001,9,68595,0.0001,604967,16197,37.35,360,55276799664,13298716000,4.16,11335355112,34075866000,0.33,4,0.0052,2,0.0047,31,3740,0.0083,31,3740,0.0083,0,0,0,8,421,0.019,2,421,0.0048,6,879,150175,9.27,0.0174
131287_PLANO_SHILOH,12,7741,16,0.615555556,2,7741,0.0003,27,14891,0.0018,0.066120219,14891,0,1,7715,0.0001,0,7477,0,1,14892,0.0001,76854,10800,7.12,89,6376728,642895,9.92,747320,727041,1.03,0,0,0,0,2,82,0.0244,2,82,0.0244,0,0,0,0,9,0,0,9,0,0,9,3,0,0.0021
131287_PLANO_SHILOH,24,14834,20,1,4,14834,0.0003,32,28410,0.0011,6.198795181,28410,0.0002,2,14789,0.0001,0,14348,0,0,28410,0,143029,21600,6.62,90,12472120,1072736,11.63,1617792,1395555,1.16,0,0,0,0,0,95,0,0,95,0,0,0,0,0,15,0,0,15,0,0,14,11,0,0.0013
131287_PLANO_SHILOH,24,14458,4,1,0,14458,0,7,28200,0.0002,0.057894737,28200,0,1,14451,0.0001,0,14048,0,0,28200,0,144982,21600,6.71,93,7881832,445609,17.69,1498208,971560,1.54,0,0,0,0,0,80,0,0,80,0,0,0,0,0,6,0,0,6,0,0,12,4,0,0.0003
131287_PLANO_SHILOH,24,13798,11,1,4,13798,0.0003,21,26889,0.0008,6.935082559,26889,0.0003,4,13812,0.0003,0,13400,0,2,26891,0.0001,139036,21600,6.44,88,7587584,669025,11.34,1810048,1054604,1.72,0,0,0,0,0,55,0,0,55,0,0,0,0,0,8,0,0,8,0,0,14,8,0,0.0008
131287_PLANO_SHILOH,24,13711,6,1.131111111,1,13711,0.0001,10,26447,0.0004,1,26447,0,4,13640,0.0003,0,13237,0,0,26445,0,136783,21600,6.33,86,7217944,734077,9.83,1590736,1105272,1.44,0,0,0,0,0,110,0,0,110,0,0,0,0,0,7,0,0,7,0,0,15,11,0,0.0004
131287_PLANO_SHILOH,24,17073,17,1.04,0,17073,0,31,32694,0.0009,0.051276781,32694,0,1,16737,0.0001,2,16314,0.0001,3,32697,0.0001,169073,21600,7.83,114,6757000,583289,11.58,1055304,937509,1.13,0,0,0,0,2,328,0.0061,2,328,0.0061,0,0,0,0,30,0,0,30,0,0,23,13,0,0.001
131287_PLANO_SHILOH,24,24272,51,3.333333333,3,24272,0.0001,91,45565,0.002,4.078869383,45565,0.0001,7,23255,0.0003,4,22634,0.0002,8,45573,0.0002,257520,21600,11.92,163,19584776,1911270,10.25,3077288,1686701,1.82,0,0,0,0,4,998,0.004,5,998,0.005,0,0,0,0,51,0,0,51,0,1,52,116,0.01,0.0021
131287_PLANO_SHILOH,24,42123,71,5.475555556,9,42123,0.0002,124,78282,0.0016,7.434660091,78282,0.0001,17,39329,0.0004,5,38462,0.0001,11,78293,0.0001,489413,21600,22.66,264,45417608,5681195,7.99,5385608,4437109,1.21,3,0.0057,3,0.0057,16,2605,0.0061,18,2605,0.0069,0,0,0,1,210,0.0048,0,210,0,1,124,391,0.01,0.0017
131287_PLANO_SHILOH,24,58635,111,11.31333333,17,58635,0.0003,198,110154,0.0018,16.35211273,110154,0.0001,12,55307,0.0002,11,54363,0.0002,25,110179,0.0002,740230,21600,34.27,349,75794408,11208943,6.76,9314552,9099312,1.02,0,0,0,0,23,2996,0.0077,27,2996,0.009,0,0,0,1,313,0.0032,0,313,0,7,186,528,0.01,0.0019
131287_PLANO_SHILOH,24,65987,101,8.956666667,10,65987,0.0002,170,127494,0.0013,7.10810522,127494,0.0001,10,63833,0.0002,8,62878,0.0001,17,127511,0.0001,861256,21600,39.87,376,79019352,11171759,7.07,11260472,10341152,1.09,0,0,1,0.0024,15,2108,0.0071,17,2108,0.0081,0,0,0,2,414,0.0048,0,414,0,1,188,346,0,0.0015
131287_PLANO_SHILOH,24,69304,134,12.17333333,23,69304,0.0003,247,133822,0.0018,28.92898577,133822,0.0002,20,67264,0.0003,9,66390,0.0001,14,133836,0.0001,919499,21600,42.57,370,74347448,11042941,6.73,15136296,11137489,1.36,1,0.0023,1,0.0023,15,1957,0.0077,19,1957,0.0097,0,1,0.0024,1,402,0.0025,0,402,0,4,216,499,0,0.0019
131287_PLANO_SHILOH,24,67834,132,10.85444444,16,67834,0.0002,241,130492,0.0018,19.20088207,130492,0.0001,11,65451,0.0002,4,64610,0.0001,12,130504,0.0001,912525,21600,42.25,370,79290416,11190159,7.09,11277336,11272878,1,1,0.002,1,0.0022,11,2161,0.0051,13,2161,0.006,0,0,0,3,497,0.006,1,497,0.002,4,221,368,0,0.0019
131287_PLANO_SHILOH,24,65323,106,10.64555556,14,65323,0.0002,211,124930,0.0017,37.40502327,124930,0.0003,18,62544,0.0003,3,61766,0,9,124935,0.0001,884887,21600,40.97,365,101444384,15916394,6.37,13715464,11911490,1.15,1,0.0018,1,0.002,20,2577,0.0078,24,2577,0.0093,0,0,0,3,473,0.0063,0,473,0,3,235,478,0,0.0016
131287_PLANO_SHILOH,24,70330,94,8.207777778,11,70330,0.0002,178,135111,0.0013,17.77648907,135111,0.0001,31,67787,0.0005,9,66994,0.0001,14,135125,0.0001,917181,21600,42.46,369,77661472,12224526,6.35,11118928,12257489,0.91,0,0,1,0.0019,13,2224,0.0058,18,2224,0.0081,0,0,0,2,498,0.004,0,498,0,3,219,383,0,0.0013
131287_PLANO_SHILOH,24,70635,115,11.12666667,18,70635,0.0003,200,136517,0.0015,11.79631146,136517,0.0001,14,68244,0.0002,4,67500,0.0001,9,136524,0.0001,918829,21600,42.54,389,79691336,12288164,6.49,10878848,10880631,1,1,0.0019,1,0.0022,23,2168,0.0106,25,2168,0.0115,1,1,0.0022,1,439,0.0023,0,439,0,6,221,449,0,0.0016
131287_PLANO_SHILOH,24,69364,132,8.946666667,13,69364,0.0002,230,132463,0.0017,4.574983342,132463,0,25,66363,0.0004,9,65528,0.0001,18,132481,0.0001,901199,21600,41.72,384,95926096,16955913,5.66,12055696,11414427,1.06,2,0.0034,2,0.0038,14,2733,0.0051,21,2733,0.0077,4,1,0.0021,1,470,0.0021,0,470,0,6,213,554,0.01,0.0019
131287_PLANO_SHILOH,24,62791,87,8.132222222,11,62791,0.0002,162,117235,0.0014,10.06321798,117235,0.0001,22,58826,0.0004,13,57943,0.0002,22,117257,0.0002,812086,21600,37.6,388,94431760,18324046,5.15,10549760,12461070,0.85,0,0,0,0,27,3711,0.0073,34,3711,0.0092,0,0,0,5,549,0.0091,2,549,0.0036,7,238,802,0.01,0.0014
131287_PLANO_SHILOH,24,50023,93,9.557777778,13,50023,0.0003,172,90575,0.0019,13.33456157,90575,0.0001,23,45687,0.0005,5,44808,0.0001,12,90586,0.0001,678017,21600,31.39,310,79868208,14701655,5.43,10320424,9921243,1.04,0,0,0,0,42,3954,0.0106,47,3954,0.0119,0,0,0,10,460,0.0217,1,460,0.0022,4,258,1084,0.01,0.0019
131287_PLANO_SHILOH,24,37799,57,8.498888889,14,37799,0.0004,106,68561,0.0015,20.55972168,68561,0.0003,17,34450,0.0005,1,33651,0,5,68566,0.0001,519657,21600,24.06,249,53671456,8150950,6.58,6197144,6249543,0.99,0,0,0,0,17,2980,0.0057,21,2980,0.007,0,0,0,1,347,0.0029,0,347,0,7,212,701,0.01,0.0015
131287_PLANO_SHILOH,24,29608,58,6.397777778,13,29608,0.0004,101,54016,0.0019,12.16559993,54016,0.0002,10,27481,0.0004,0,26831,0,0,54012,0,422657,21600,19.57,203,41438904,6387598,6.49,5275664,5687721,0.93,0,0,0,0,10,1871,0.0053,11,1871,0.0059,0,0,0,4,233,0.0172,1,233,0.0043,4,155,404,0.01,0.002
131287_PLANO_SHILOH,24,27587,67,6.108888889,11,27587,0.0004,113,50999,0.0022,9.347807052,50999,0.0002,9,25980,0.0003,1,25299,0,4,51003,0.0001,386345,21600,17.89,185,49797968,7475774,6.66,5793224,5252972,1.1,0,0,0,0,11,1450,0.0076,14,1450,0.0097,0,0,0,3,145,0.0207,0,145,0,2,139,290,0,0.0024
131287_PLANO_SHILOH,24,25653,66,5.9,4,25653,0.0002,112,48353,0.0023,0,48353,0,8,24543,0.0003,4,23918,0.0002,7,48360,0.0001,338068,21600,15.65,171,49342200,8216896,6,4390816,4169521,1.05,0,0,0,0,5,1010,0.005,7,1010,0.0069,0,0,0,0,105,0,0,105,0,2,107,176,0,0.0026
131287_PLANO_SHILOH,24,22813,32,5.968888889,0,22813,0,52,43622,0.0012,0.831353845,43622,0,22,22196,0.001,3,21630,0.0001,5,43627,0.0001,301986,21600,13.98,154,54832792,5713952,9.6,4925048,4155137,1.19,0,0,0,0,2,593,0.0034,2,593,0.0034,0,0,0,1,66,0.0152,0,66,0,2,88,88,0,0.0014
131287_PLANO_SHILOH,24,19402,21,4.422222222,3,19402,0.0002,41,37436,0.0011,8.521802355,37436,0.0002,5,19132,0.0003,0,18606,0,0,37436,0,242169,21600,11.21,134,30832112,2985748,10.33,3309584,3090534,1.07,0,0,0,0,4,291,0.0137,4,291,0.0137,0,0,0,0,26,0,0,26,0,0,51,31,0,0.0011
131287_PLANO_SHILOH,24,17516,19,2.045555556,5,17516,0.0003,36,33620,0.0011,7.788217506,33620,0.0002,8,17346,0.0005,5,16892,0.0003,10,33630,0.0003,193523,21600,8.96,120,15692360,1759238,8.92,1904784,2206862,0.86,0,0,0,0,1,168,0.006,1,168,0.006,0,0,0,0,13,0,0,13,0,0,26,18,0,0.0011
131287_PLANO_SHILOH,24,15500,37,1.005555556,1,15500,0.0001,67,29914,0.0022,0.946831732,29914,0,0,15429,0,0,14971,0,0,29914,0,156321,21600,7.24,93,26786440,1958909,13.67,1653544,1815661,0.91,0,0,0,0,0,93,0,0,93,0,0,0,0,0,10,0,0,10,0,0,15,4,0,0.0024
131287_PLANO_SHILOH,24,14348,40,1.455555556,9,14348,0.0006,71,27733,0.0026,13.98236812,27733,0.0005,2,14334,0.0001,1,13924,0.0001,3,27736,0.0001,147270,21600,6.82,91,18441352,1703956,10.82,1153368,1428461,0.81,0,0,0,0,1,67,0.0149,1,67,0.0149,0,0,0,0,12,0,0,12,0,0,16,3,0,0.0028
131287_PLANO_SHILOH,24,14330,25,1.024444444,0,14330,0,46,27463,0.0017,0.005354752,27463,0,4,14274,0.0003,0,13832,0,0,27463,0,140061,21600,6.48,84,14878504,1093044,13.61,855760,808971,1.06,0,0,0,0,1,76,0.0132,1,76,0.0132,0,0,0,0,8,0,0,8,0,0,11,5,0,0.0017
131287_PLANO_SHILOH,24,14759,44,0.225555556,2,14759,0.0001,81,28174,0.0029,3.29628523,28174,0.0001,0,14686,0,1,14202,0.0001,2,28176,0.0001,141944,21600,6.57,88,7076784,582718,12.14,942320,1003167,0.94,0,0,0,0,0,120,0,0,120,0,0,0,0,0,10,0,0,10,0,0,14,9,0.01,0.003
131287_PLANO_SHILOH,24,16983,29,0.823333333,0,16983,0,52,31930,0.0016,0,31930,0,0,16666,0,2,16139,0.0001,4,31934,0.0001,167357,21600,7.75,102,9046104,710529,12.73,996128,1120740,0.89,0,0,0,0,2,324,0.0062,2,324,0.0062,0,0,0,0,19,0,0,19,0,0,26,38,0.01,0.0017
131287_PLANO_SHILOH,24,24834,48,1.068888889,2,24834,0.0001,87,46647,0.0019,3.914610237,46647,0.0001,2,23840,0.0001,2,23199,0.0001,5,46652,0.0001,260027,21600,12.04,166,18366520,1618585,11.35,2522640,1893272,1.33,1,0.0045,2,0.0091,6,964,0.0062,6,964,0.0062,0,0,0,1,57,0.0175,0,57,0,0,45,97,0.01,0.0019
131287_PLANO_SHILOH,24,42752,59,5.817777778,4,42752,0.0001,107,78720,0.0014,4.301487261,78720,0.0001,12,39670,0.0003,2,38898,0.0001,4,78724,0.0001,522682,21600,24.2,282,54192216,7143544,7.59,6760792,5654612,1.2,1,0.0017,1,0.0017,20,2730,0.0073,22,2730,0.0081,0,0,0,1,189,0.0053,0,189,0,1,121,348,0.01,0.0014
131287_PLANO_SHILOH,24,57727,108,7.486666667,8,57727,0.0001,188,108235,0.0017,2.935565199,108235,0,15,54387,0.0003,2,53450,0,6,108241,0.0001,742211,21600,34.36,337,69753912,12624692,5.53,9324168,9700208,0.96,0,0,0,0,22,2982,0.0074,25,2982,0.0084,0,0,0,2,346,0.0058,0,346,0,3,196,531,0.01,0.0019
131287_PLANO_SHILOH,24,68747,98,11.76333333,8,68747,0.0001,173,132488,0.0013,8.734367302,132488,0.0001,16,66253,0.0002,3,65364,0,9,132497,0.0001,901094,21600,41.72,373,87297136,13898426,6.28,12070984,11353576,1.06,2,0.0045,1,0.0025,11,2280,0.0048,17,2280,0.0075,0,0,0,0,433,0,0,433,0,3,221,453,0,0.0014
131287_PLANO_SHILOH,24,69947,91,13.96444444,12,69947,0.0002,147,135708,0.0011,2.348511877,135708,0,5,67922,0.0001,4,67029,0.0001,8,135715,0.0001,908817,21600,42.07,380,98242656,13132375,7.48,10410584,10821797,0.96,0,0,0,0,12,1954,0.0061,14,1954,0.0072,0,1,0.0019,1,503,0.002,0,503,0,3,223,373,0,0.0013
131287_PLANO_SHILOH,24,69736,114,12.34777778,7,69736,0.0001,198,134098,0.0015,2.848219234,134098,0,15,67295,0.0002,3,66435,0,8,134106,0.0001,939125,21600,43.48,394,97674352,14288951,6.84,14546456,13152960,1.11,2,0.0038,2,0.004,13,2307,0.0056,18,2307,0.0078,0,0,0,3,473,0.0063,2,473,0.0042,8,245,413,0,0.0016
131287_PLANO_SHILOH,24,67964,100,10.55777778,12,67964,0.0002,182,129545,0.0014,6.817316424,129545,0.0001,11,64999,0.0002,2,64121,0,8,129553,0.0001,915314,21600,42.38,388,104005152,16785082,6.2,13622208,12538414,1.09,1,0.0016,1,0.0017,13,2597,0.005,15,2597,0.0058,4,0,0,4,468,0.0085,2,468,0.0043,3,247,514,0,0.0015
131287_PLANO_SHILOH,24,72034,108,13.02777778,13,72034,0.0002,197,139505,0.0014,18.82827973,139505,0.0001,19,69666,0.0003,7,68795,0.0001,16,139521,0.0001,955662,21600,44.24,387,84377920,10268470,8.22,13824800,13743841,1.01,0,0,0,0,12,2131,0.0056,15,2131,0.007,0,0,0,1,502,0.002,0,502,0,3,232,444,0,0.0015
131287_PLANO_SHILOH,24,71797,84,15.74111111,8,71797,0.0001,169,138539,0.0012,21.99259632,138539,0.0002,33,69235,0.0005,12,68447,0.0002,25,138564,0.0002,948222,21600,43.9,410,95242432,18269743,5.21,11762144,13823550,0.85,0,0,1,0.002,20,2334,0.0086,24,2334,0.0103,0,0,0,5,560,0.0089,2,560,0.0036,5,259,506,0,0.0012
131287_PLANO_SHILOH,24,71474,119,12.71555556,14,71474,0.0002,206,135345,0.0015,0.118061383,135345,0,13,67915,0.0002,5,67046,0.0001,13,135358,0.0001,934617,21600,43.27,414,116372592,19649782,5.92,11068536,12227950,0.91,1,0.0014,1,0.0016,17,3251,0.0052,21,3251,0.0065,0,0,0,4,586,0.0068,3,586,0.0051,12,251,720,0.01,0.0017
131287_PLANO_SHILOH,24,60234,84,10.44,11,60234,0.0002,157,110898,0.0014,15.28478032,110898,0.0001,23,55692,0.0004,4,54881,0.0001,13,110911,0.0001,805156,21600,37.28,365,118411656,20696778,5.72,10162576,10465191,0.97,1,0.0012,1,0.0013,22,4134,0.0053,26,4134,0.0063,0,1,0.0015,1,579,0.0017,0,579,0,14,255,1045,0.01,0.0014
131287_PLANO_SHILOH,24,47040,957,8.375555556,858,47040,0.0182,1945,82812,0.0235,1742.565034,82812,0.021,20,41875,0.0005,7,40731,0.0002,20,82830,0.0002,606749,21600,28.09,347,81820712,14675088,5.58,9290904,8635456,1.08,2,0.0022,3,0.0035,19,4096,0.0046,25,4096,0.0061,0,1,0.0015,155,487,0.3183,153,487,0.3142,13,255,1119,0.01,0.0203
131287_PLANO_SHILOH,24,36358,89,5.837777778,13,36358,0.0004,156,65668,0.0024,8.240971438,65668,0.0001,16,33177,0.0005,2,32293,0.0001,7,65675,0.0001,450697,21600,20.87,227,70248816,10226262,6.87,8852600,6698949,1.32,0,0,0,0,16,2940,0.0054,22,2940,0.0075,0,0,0,3,318,0.0094,0,318,0,6,162,591,0.01,0.0024
131287_PLANO_SHILOH,24,31161,81,5.171111111,3,31161,0.0001,150,58077,0.0026,0.294453563,58077,0,7,29149,0.0002,3,28323,0.0001,7,58084,0.0001,376355,21600,17.42,187,41200320,4802330,8.58,6284616,5740077,1.09,0,0,0,0,10,1872,0.0053,12,1872,0.0064,0,0,0,0,223,0,0,223,0,1,139,344,0.01,0.0026
131287_PLANO_SHILOH,24,28460,76,4.895555556,7,28460,0.0002,131,53319,0.0025,7.708022805,53319,0.0001,6,26984,0.0002,2,26225,0.0001,5,53324,0.0001,362756,21600,16.79,180,46687472,6273395,7.44,6687976,5760279,1.16,1,0.0041,1,0.0041,6,1386,0.0043,6,1386,0.0043,0,0,0,0,186,0,0,186,0,2,108,183,0,0.0027
131287_PLANO_SHILOH,24,26576,39,3.353333333,3,26576,0.0001,70,50063,0.0014,3.89592486,50063,0.0001,9,25366,0.0004,3,24774,0.0001,6,50069,0.0001,325682,21600,15.08,174,41186416,5010479,8.22,5597560,4314471,1.3,0,0,0,0,2,1047,0.0019,7,1047,0.0067,0,1,0.007,1,95,0.0105,0,95,0,0,90,188,0.01,0.0015
131287_PLANO_SHILOH,24,22807,30,3.566666667,3,22807,0.0001,48,43875,0.0011,1.976623377,43875,0,4,22193,0.0002,1,21665,0,1,43876,0,270910,21600,12.54,140,43852520,5302814,8.27,4881160,5744243,0.85,0,0,0,0,1,577,0.0017,1,577,0.0017,0,0,0,0,95,0,0,95,0,0,67,78,0,0.0013
131287_PLANO_SHILOH,24,20532,50,1.575555556,39,20532,0.0019,95,40188,0.0024,73.50980384,40188,0.0018,7,20216,0.0003,0,19683,0,1,40189,0,234426,21600,10.85,128,33817872,4726045,7.16,3889576,4273856,0.91,0,0,0,0,1,323,0.0031,1,323,0.0031,0,0,0,4,45,0.0889,4,45,0.0889,0,40,26,0,0.0024
