eNB,TotCell Intervals,Context Drop Rate Den,Context Drop Rate Num,MaxNum VoIP Bear Per Cell,Context Drop NoDS1noEPC Rate Num,Context Drop NoDS1noEPC Rate Den,Context Drop NoDS1noEPC Rate,Data ERAB Drop Rate Num,Data ERAB Drop Rate Den,Data ERAB Drop Rate,Data ERAB Drop NoDS1noSGW Rate Num,Data ERAB Drop NoDS1noSGW Rate Den,Data ERAB Drop NoDS1noSGW Rate,RRC Connection Failure Rate Num,RRC Connection Failure Rate Den,RRC Connection Failure Rate,UE Context Setup Failure Rate Num,UE Context Setup Failure Rate Den,UE Context Setup Failure Rate,Data ERAB Setup Failure Rate Num,Data ERAB Setup Failure Rate Den,Data ERAB Setup Failure Rate,Ave RRC Connected Users Num,Ave RRC Connected Users Den,Ave RRC Connected Users,Max RRC Connected Users,DLBurst User TPUT Mbps Num,DLBurst User TPUT Mbps Den,DLBurst User TPUT Mbps,ULBurst User TPUT Mbps Num,ULBurst User TPUT Mbps Den,ULBurst User TPUT Mbps,Intra eNB Total HOFailure Rate Num,Intra eNB Total HOFailure Rate,Intra eNB Total HOFailure xIFLB Rate Num,Intra eNB Total HOFailure xIFLB Rate,X2 Total Handover Failure Rate Num,X2 Total Handover Failure Rate Den,X2 Total Handover Failure Rate,X2 Total Handover Failure 15 1 Rate Num,X2 Total Handover Failure 15 1 Rate Den,X2 Total Handover Failure 15 1 Rate,S1 interface Handover Failure Rate Num,VoLTE ERAB Setup Failure Rate Num,VoLTE ERAB Setup Failure Rate,VoLTE ERAB Drop Rate Num,VoLTE ERAB Drop Rate Den,VoLTE ERAB Drop Rate,VoLTE ERAB Drop NoDS1noPS Rate Num,VoLTE ERAB Drop NoDS1noPS Rate Den,VoLTE ERAB Drop NoDS1noPS Rate,VoLTE HO Failure Rate Num,VoLTE HO Failure Rate Den,AveNum VoIP Bear Per Cell Num,AveNum VoIP Bear Per Cell,Context Drop Rate
131041_COLLIN_CREEK,36,20089,21,0.82,13,20089,0.0006,39,38751,0.001,25.93889975,38751,0.0007,1,19511,0.0001,0,19327,0,2,38751,0.0001,210696,32400,6.5,146,22287952,3430884,6.5,1752200,1663422,1.05,0,0,0,0,3,395,0.0076,3,395,0.0076,0,0,0,0,16,0,0,16,0,2,31,44,0.01,0.001
131041_COLLIN_CREEK,36,20178,25,1.323333333,4,20178,0.0002,40,39216,0.001,3.209587847,39216,0.0001,0,19768,0,1,19458,0.0001,2,39216,0.0001,213239,32400,6.58,134,28987168,1733185,16.72,1143080,848545,1.35,0,0,0,0,2,278,0.0072,2,278,0.0072,0,0,0,0,9,0,0,9,0,0,31,35,0,0.0012
131041_COLLIN_CREEK,36,18100,22,1.077777778,10,18100,0.0006,40,35055,0.0011,20.99770335,35055,0.0006,1,17814,0.0001,1,17467,0.0001,1,35056,0,181021,32400,5.59,123,17992888,965570,18.63,643824,383884,1.68,0,0,0,0,3,194,0.0155,4,194,0.0206,0,0,0,0,6,0,0,6,0,0,18,15,0,0.0012
131041_COLLIN_CREEK,36,17422,10,0.79,2,17422,0.0001,19,33952,0.0006,4.072554385,33952,0.0001,2,17124,0.0001,1,16907,0.0001,4,33956,0.0001,172824,32400,5.33,108,11739112,496889,23.63,1105888,604231,1.83,0,0,0,0,0,182,0,0,182,0,0,0,0,0,10,0,0,10,0,0,18,17,0.01,0.0006
131041_COLLIN_CREEK,36,18008,1,0.871111111,0,18008,0,1,34916,0,0,34916,0,0,17594,0,0,17423,0,0,34916,0,176137,32400,5.44,118,7886416,445660,17.7,731904,435496,1.68,0,0,0,0,1,263,0.0038,1,263,0.0038,0,0,0,0,11,0,0,11,0,0,22,34,0.02,0.0001
131041_COLLIN_CREEK,36,22097,8,0.46,3,22097,0.0001,16,41644,0.0004,5.98074054,41644,0.0001,1,21066,0,1,20778,0,1,41643,0,207950,32400,6.42,138,16138736,921771,17.51,1010392,736030,1.37,1,0.0027,1,0.0027,1,712,0.0014,2,712,0.0028,0,0,0,0,16,0,0,16,0,0,31,59,0.02,0.0004
131041_COLLIN_CREEK,36,35093,79,2.317777778,58,35093,0.0017,157,63074,0.0025,116.858859,63074,0.0019,8,31576,0.0003,1,31235,0,2,63076,0,350392,32400,10.81,240,28084184,3755131,7.48,2851568,2108487,1.35,1,0.0011,1,0.0011,5,2605,0.0019,6,2605,0.0023,0,0,0,4,64,0.0625,4,64,0.0625,0,95,366,0.02,0.0023
131041_COLLIN_CREEK,36,57837,195,7.056666667,116,57837,0.002,383,100497,0.0038,232.4158902,100497,0.0023,22,50059,0.0004,2,49605,0,11,100508,0.0001,646976,32400,19.97,394,67873184,12431794,5.46,6460680,5530162,1.17,2,0.001,1,0.0006,9,5757,0.0016,21,5757,0.0036,0,0,0,10,194,0.0515,9,194,0.0464,9,191,929,0.02,0.0034
131041_COLLIN_CREEK,36,69636,253,9.372222222,168,69636,0.0024,483,121100,0.004,311.2789235,121100,0.0026,28,60104,0.0005,4,59562,0.0001,8,121106,0.0001,835158,32400,25.78,453,92083864,20190688,4.56,10992120,10496421,1.05,1,0.0004,2,0.0011,21,6954,0.003,39,6954,0.0056,0,0,0,14,318,0.044,11,318,0.0346,11,256,1194,0.01,0.0036
131041_COLLIN_CREEK,36,68935,166,6.583333333,78,68935,0.0011,265,122561,0.0022,89.14623214,122561,0.0007,37,61095,0.0006,6,60527,0.0001,11,122572,0.0001,823482,32400,25.42,450,79163032,13020431,6.08,10690048,7669494,1.39,1,0.0004,1,0.0006,6,5566,0.0011,19,5566,0.0034,0,2,0.005,7,376,0.0186,2,376,0.0053,9,247,1122,0.01,0.0024
131041_COLLIN_CREEK,36,70356,121,7.261111111,36,70356,0.0005,184,126548,0.0015,13.48582799,126548,0.0001,32,62860,0.0005,10,62313,0.0002,27,126575,0.0002,875873,32400,27.03,399,92393552,16129983,5.73,17886872,11044053,1.62,0,0,0,0,22,4776,0.0046,32,4776,0.0067,0,0,0,4,482,0.0083,1,482,0.0021,10,257,1167,0.01,0.0017
131041_COLLIN_CREEK,36,82130,147,10.28111111,28,82130,0.0003,257,146665,0.0018,31.80321888,146665,0.0002,25,73202,0.0003,4,72635,0.0001,10,146673,0.0001,997777,32400,30.8,450,93421048,19934794,4.69,15312888,11834881,1.29,1,0.0003,1,0.0004,18,5662,0.0032,31,5662,0.0055,0,1,0.0017,7,563,0.0124,0,563,0,14,281,1416,0.01,0.0018
131041_COLLIN_CREEK,36,93730,168,11.76,60,93730,0.0006,298,166971,0.0018,85.27019866,166971,0.0005,20,83149,0.0002,7,82406,0.0001,16,166985,0.0001,1130734,32400,34.9,482,112583664,24912474,4.52,17468320,12987249,1.35,0,0,0,0,24,6574,0.0037,40,6574,0.0061,0,1,0.0015,3,653,0.0046,0,653,0,15,302,1426,0.01,0.0018
131041_COLLIN_CREEK,36,87073,204,14.19333333,53,87073,0.0006,391,154501,0.0025,91.28805985,154501,0.0006,28,77490,0.0004,6,76207,0.0001,20,154519,0.0001,1054542,32400,32.55,481,100906912,18988188,5.31,14832688,11091196,1.34,4,0.0011,4,0.0016,16,6030,0.0027,28,6030,0.0046,0,0,0,3,613,0.0049,0,613,0,17,290,1345,0.01,0.0023
131041_COLLIN_CREEK,36,82907,131,12.61777778,28,82907,0.0003,242,147898,0.0016,39.56076302,147898,0.0003,34,73530,0.0005,13,72929,0.0002,25,147912,0.0002,1005234,32400,31.03,459,92970280,18684719,4.98,14618672,12450938,1.17,2,0.0006,2,0.0009,17,5995,0.0028,28,5995,0.0047,0,1,0.0015,6,575,0.0104,1,575,0.0017,15,286,1661,0.01,0.0016
131041_COLLIN_CREEK,36,87582,176,12.47444444,32,87582,0.0004,328,153278,0.0021,49.90350905,153278,0.0003,44,76261,0.0006,12,75604,0.0002,24,153300,0.0002,1109255,32400,34.24,492,128002880,36224549,3.53,15334208,15978973,0.96,5,0.0013,4,0.0015,17,7684,0.0022,45,7684,0.0059,1,1,0.0014,12,668,0.018,3,668,0.0045,34,343,1993,0.01,0.002
131041_COLLIN_CREEK,36,86386,148,18.53,27,86386,0.0003,277,147078,0.0019,37.79944077,147078,0.0003,45,72962,0.0006,8,72345,0.0001,17,147095,0.0001,1146911,32400,35.4,523,153850424,43010919,3.58,17227480,18801277,0.92,4,0.001,4,0.0013,21,9469,0.0022,60,9469,0.0063,0,0,0,18,792,0.0227,1,792,0.0013,30,421,2795,0.01,0.0017
131041_COLLIN_CREEK,36,85774,343,19.61666667,224,85774,0.0026,677,143113,0.0047,440.7503391,143113,0.0031,41,71259,0.0006,7,70478,0.0001,19,143132,0.0001,1096364,32400,33.84,589,134917736,38591016,3.5,14881688,14539800,1.02,6,0.0014,6,0.002,24,10010,0.0024,50,10010,0.005,0,2,0.0026,36,702,0.0513,28,702,0.0399,30,408,2815,0.01,0.004
131041_COLLIN_CREEK,36,69691,97,11.63111111,10,69691,0.0001,170,119231,0.0014,5.978576022,119231,0.0001,26,59424,0.0004,2,58953,0,4,119233,0,841845,32400,25.98,451,111031208,25273952,4.39,13332192,11410603,1.17,3,0.001,3,0.0013,9,7211,0.0012,38,7211,0.0053,0,0,0,6,459,0.0131,0,459,0,17,272,1737,0.02,0.0014
131041_COLLIN_CREEK,36,56241,92,7.185555556,24,56241,0.0004,167,100097,0.0017,36.30684108,100097,0.0004,14,50084,0.0003,4,49577,0.0001,14,100109,0.0001,654766,32400,20.21,356,82280808,14917567,5.52,11962256,10728668,1.11,1,0.0006,1,0.0007,12,4399,0.0027,24,4399,0.0055,1,0,0,1,264,0.0038,0,264,0,9,181,968,0.01,0.0016
131041_COLLIN_CREEK,36,47693,139,4.168888889,29,47693,0.0006,258,85116,0.003,38.84856496,85116,0.0005,14,42867,0.0003,3,42198,0.0001,7,85123,0.0001,563999,32400,17.41,300,60909992,12223059,4.98,9577712,8571530,1.12,1,0.0007,1,0.0009,18,3545,0.0051,31,3545,0.0087,0,0,0,4,206,0.0194,1,206,0.0049,5,155,516,0.01,0.0029
131041_COLLIN_CREEK,36,40285,97,4.21,20,40285,0.0005,173,72593,0.0024,21.0120515,72593,0.0003,18,36469,0.0005,5,35968,0.0001,9,72600,0.0001,498427,32400,15.38,267,60422536,13439858,4.5,9407432,7647125,1.23,1,0.001,2,0.0021,19,2782,0.0068,31,2782,0.0111,0,0,0,3,149,0.0201,0,149,0,2,131,479,0.01,0.0024
131041_COLLIN_CREEK,36,33796,59,3.582222222,6,33796,0.0002,104,62812,0.0017,6.967959528,62812,0.0001,4,31607,0.0001,1,31105,0,4,62816,0.0001,400435,32400,12.36,241,41638088,6937915,6,5605456,5175783,1.08,1,0.0018,1,0.0018,6,1571,0.0038,9,1571,0.0057,0,0,0,2,118,0.0169,1,118,0.0085,2,102,275,0.01,0.0017
131041_COLLIN_CREEK,36,27329,86,1.641111111,38,27329,0.0014,145,52113,0.0028,59.53440005,52113,0.0011,29,26144,0.0011,3,25853,0.0001,3,52116,0.0001,311930,32400,9.63,194,28641896,2631249,10.89,5264912,2842047,1.85,0,0,0,0,2,862,0.0023,3,862,0.0035,0,0,0,1,38,0.0263,1,38,0.0263,0,51,129,0.01,0.0031
131041_COLLIN_CREEK,36,22828,52,1.081111111,4,22828,0.0002,82,43633,0.0019,4.678637312,43633,0.0001,7,22051,0.0003,1,21802,0,4,43637,0.0001,249184,32400,7.69,161,23219608,1974294,11.76,2822760,1506746,1.87,0,0,0,0,0,557,0,0,557,0,0,0,0,1,36,0.0278,0,36,0,1,44,87,0.01,0.0023
131041_COLLIN_CREEK,36,20893,20,1.041111111,3,20893,0.0001,32,40505,0.0008,2.186681525,40505,0.0001,2,20425,0.0001,4,20245,0.0002,5,40508,0.0001,220299,32400,6.8,141,28778072,1864951,15.43,3030304,1082688,2.8,0,0,0,0,1,327,0.0031,2,327,0.0061,0,0,0,0,16,0,0,16,0,0,26,29,0.01,0.001
131041_COLLIN_CREEK,36,19479,24,0.23,8,19479,0.0004,44,37790,0.0012,13.05358566,37790,0.0003,4,19138,0.0002,0,18957,0,2,37792,0.0001,201446,32400,6.22,129,85698088,2180985,39.29,3246944,1158899,2.8,0,0,1,0.0086,1,245,0.0041,1,245,0.0041,0,0,0,0,10,0,0,10,0,0,20,28,0.02,0.0012
131041_COLLIN_CREEK,36,18903,19,1,14,18903,0.0007,14,36616,0.0004,4.136566105,36616,0.0001,7,18595,0.0004,1,18425,0.0001,2,36618,0.0001,198145,32400,6.12,124,11516216,852231,13.51,1298280,764242,1.7,0,0,0,0,0,200,0,0,200,0,0,0,0,0,19,0,0,19,0,0,25,25,0.01,0.001
131041_COLLIN_CREEK,36,19284,7,0.908888889,2,19284,0.0001,8,37260,0.0002,1.152478632,37260,0,1,18862,0.0001,8,18658,0.0004,9,37269,0.0002,199898,32400,6.17,127,7250128,504981,14.36,1091792,577270,1.89,0,0,0,0,0,272,0,0,272,0,0,0,0,0,13,0,0,13,0,0,19,27,0.01,0.0004
131041_COLLIN_CREEK,36,22768,22,1.23,13,22768,0.0006,39,42683,0.0009,21.26993835,42683,0.0005,4,21615,0.0002,1,21353,0,3,42686,0.0001,221801,32400,6.85,148,10804376,1005732,10.74,1762096,820513,2.15,1,0.0022,1,0.0022,0,746,0,0,746,0,0,0,0,1,15,0.0667,1,15,0.0667,0,41,105,0.03,0.001
131041_COLLIN_CREEK,36,35211,34,3.665555556,4,35211,0.0001,60,63648,0.0009,2.980426217,63648,0,7,32024,0.0002,1,31574,0,2,63648,0,367672,32400,11.35,232,23401040,2766102,8.46,2492240,1707396,1.46,1,0.0009,1,0.001,3,2109,0.0014,7,2109,0.0033,0,0,0,1,68,0.0147,0,68,0,2,102,340,0.01,0.001
131041_COLLIN_CREEK,36,55882,100,6.475555556,34,55882,0.0006,187,97596,0.0019,59.96555324,97596,0.0006,24,48816,0.0005,8,48256,0.0002,16,97612,0.0002,664247,32400,20.5,354,69506704,12492366,5.56,6701384,5329774,1.26,1,0.0005,1,0.0006,11,5092,0.0022,25,5092,0.0049,0,0,0,6,245,0.0245,2,245,0.0082,4,184,795,0.01,0.0018
131041_COLLIN_CREEK,36,67907,141,9.442222222,53,67907,0.0008,261,117646,0.0022,88.96885516,117646,0.0008,22,58731,0.0004,5,58267,0.0001,12,117658,0.0001,837740,32400,25.86,421,96148856,21116633,4.55,9111976,7415045,1.23,4,0.0015,4,0.0021,14,6517,0.0021,34,6517,0.0052,1,1,0.0028,13,339,0.0383,5,339,0.0147,17,265,1290,0.01,0.0021
131041_COLLIN_CREEK,36,70742,130,9.065555556,33,70742,0.0005,237,125895,0.0019,48.76587481,125895,0.0004,24,62840,0.0004,6,62289,0.0001,14,125905,0.0001,894590,32400,27.61,424,95230736,19871947,4.79,12488384,10792791,1.16,2,0.0008,3,0.0016,27,5291,0.0051,43,5291,0.0081,1,0,0,9,480,0.0188,2,480,0.0042,11,279,1348,0.01,0.0018
131041_COLLIN_CREEK,36,66911,124,9.023333333,36,66911,0.0005,220,119546,0.0018,53.17295694,119546,0.0004,22,59787,0.0004,5,59211,0.0001,6,119552,0.0001,885263,32400,27.32,411,108160848,19071836,5.67,21430560,12237046,1.75,4,0.0016,3,0.0016,19,4696,0.004,31,4696,0.0066,2,0,0,12,438,0.0274,5,438,0.0114,11,269,1147,0.01,0.0019
131041_COLLIN_CREEK,36,75557,154,9.554444444,31,75557,0.0004,284,133686,0.0021,44.50746861,133686,0.0003,30,66827,0.0004,5,66278,0.0001,13,133699,0.0001,951308,32400,29.36,448,105498728,34198519,3.08,19880024,13218293,1.5,0,0,0,0,20,5695,0.0035,37,5695,0.0065,1,0,0,13,536,0.0243,3,536,0.0056,16,271,1255,0.01,0.002
131041_COLLIN_CREEK,36,90531,223,12.37666667,82,90531,0.0009,413,159768,0.0026,133.5510261,159768,0.0008,28,79959,0.0004,8,79186,0.0001,18,159784,0.0001,1121133,32400,34.6,506,130414200,36574669,3.57,19595400,15225338,1.29,2,0.0005,2,0.0008,61,6664,0.0092,85,6664,0.0128,0,0,0,15,636,0.0236,6,636,0.0094,28,300,1443,0.01,0.0025
131041_COLLIN_CREEK,36,86276,148,10.27333333,33,86276,0.0004,272,152828,0.0018,43.16465941,152828,0.0003,29,75917,0.0004,6,75389,0.0001,15,152843,0.0001,1061118,32400,32.75,463,104345920,21955300,4.75,18090232,13008138,1.39,3,0.0008,2,0.0008,30,6423,0.0047,48,6423,0.0075,0,0,0,3,556,0.0054,0,556,0,18,292,1420,0.01,0.0017
131041_COLLIN_CREEK,36,80823,135,10.54,40,80823,0.0005,253,142589,0.0018,61.63841171,142589,0.0004,21,71086,0.0003,12,70428,0.0002,30,142619,0.0002,1000243,32400,30.87,465,98987680,26131515,3.79,20304576,12422379,1.63,4,0.0012,3,0.0012,26,6252,0.0042,38,6252,0.0061,0,1,0.0018,7,523,0.0134,5,523,0.0096,15,291,1494,0.01,0.0017
131041_COLLIN_CREEK,36,79154,151,13.23888889,44,79154,0.0006,273,139840,0.002,59.90413932,139840,0.0004,33,69160,0.0005,5,68644,0.0001,9,139849,0.0001,1018939,32400,31.45,464,118959144,30236198,3.93,22416880,14448458,1.55,4,0.0012,3,0.0012,15,6679,0.0022,33,6679,0.0049,0,1,0.0015,8,639,0.0125,2,639,0.0031,19,306,1610,0.01,0.0019
131041_COLLIN_CREEK,36,88163,184,14.65222222,49,88163,0.0006,338,150568,0.0022,75.96114882,150568,0.0005,39,75020,0.0005,7,74438,0.0001,13,150581,0.0001,1137959,32400,35.12,527,142597720,32491861,4.39,17477344,14717704,1.19,3,0.0007,3,0.001,25,9001,0.0028,66,9001,0.0073,3,0,0,10,707,0.0141,3,707,0.0042,32,366,2391,0.01,0.0021
131041_COLLIN_CREEK,36,89053,185,20.11777778,45,89053,0.0005,355,149111,0.0024,75.61801894,149111,0.0005,40,74325,0.0005,12,73467,0.0002,21,149132,0.0001,1162459,32400,35.88,530,135849048,41607601,3.27,14937544,16525083,0.9,6,0.0012,5,0.0016,32,9878,0.0032,72,9878,0.0073,0,2,0.0026,26,710,0.0366,5,710,0.007,49,416,2836,0.01,0.0021
131041_COLLIN_CREEK,36,87705,142,17.56777778,46,87705,0.0005,276,149279,0.0018,81.7194765,149279,0.0005,39,74239,0.0005,8,73532,0.0001,15,149294,0.0001,1113121,32400,34.36,513,130139464,32524708,4,16491664,14452153,1.14,2,0.0004,2,0.0007,35,8939,0.0039,64,8939,0.0072,0,2,0.0029,9,623,0.0144,4,623,0.0064,23,369,2488,0.01,0.0016
131041_COLLIN_CREEK,36,76367,122,15.66888889,36,76367,0.0005,235,134215,0.0018,62.74398656,134215,0.0005,25,66474,0.0004,2,66050,0,6,134221,0,936779,32400,28.91,453,104469384,20861979,5.01,16182408,10841337,1.49,2,0.0006,2,0.0008,23,6364,0.0036,43,6364,0.0068,0,0,0,4,391,0.0102,0,391,0,6,259,1458,0.01,0.0016
131041_COLLIN_CREEK,36,53801,97,6.962222222,28,53801,0.0005,172,97013,0.0018,40.61832861,97013,0.0004,12,48304,0.0002,2,48007,0,8,97019,0.0001,689909,32400,21.29,366,90771008,18051017,5.03,14962152,8116884,1.84,0,0,0,0,20,3736,0.0054,25,3736,0.0067,0,0,0,5,272,0.0184,3,272,0.011,2,197,910,0.01,0.0018
131041_COLLIN_CREEK,36,41876,72,4.245555556,23,41876,0.0005,120,76446,0.0016,31.54559196,76446,0.0004,3,38270,0.0001,3,37804,0.0001,9,76455,0.0001,513899,32400,15.86,275,60354024,11683098,5.17,10164240,5802844,1.75,1,0.001,1,0.001,14,2595,0.0054,20,2595,0.0077,0,0,0,4,104,0.0385,1,104,0.0096,4,131,589,0.01,0.0017
131041_COLLIN_CREEK,36,32824,42,4.061111111,10,32824,0.0003,74,61504,0.0012,11.557247,61504,0.0002,3,30791,0.0001,1,30372,0,3,61506,0,407704,32400,12.58,234,50843600,8031454,6.33,7742864,4172113,1.86,0,0,0,0,2,1514,0.0013,4,1514,0.0026,0,0,0,4,104,0.0385,1,104,0.0096,3,108,330,0.01,0.0013
131041_COLLIN_CREEK,36,27765,19,4.934444444,2,27765,0.0001,33,52923,0.0006,4.050779486,52923,0.0001,6,26392,0.0002,3,26207,0.0001,3,52924,0.0001,342500,32400,10.57,224,34395256,5220747,6.59,7764904,3729465,2.08,0,0,0,0,4,959,0.0042,7,959,0.0073,0,0,0,1,48,0.0208,0,48,0,1,75,192,0.01,0.0007
131041_COLLIN_CREEK,36,23392,20,1.47,0,23392,0,36,45832,0.0008,1.939306307,45832,0,7,22734,0.0003,2,22528,0.0001,3,45835,0.0001,248820,32400,7.68,153,20758176,2127502,9.76,6921736,1709789,4.05,0,0,0,0,2,452,0.0044,2,452,0.0044,0,0,0,0,23,0,0,23,0,1,35,58,0.01,0.0009
131041_COLLIN_CREEK,36,21579,18,1.217777778,4,21579,0.0002,29,42412,0.0007,6,42412,0.0001,1,21127,0,1,20946,0,5,42417,0.0001,226553,32400,6.99,140,21463880,2331782,9.2,8470376,1672363,5.06,0,0,0,0,0,317,0,2,317,0.0063,0,0,0,0,8,0,0,8,0,0,28,37,0.01,0.0008
131041_COLLIN_CREEK,36,19158,5,0.17,2,19158,0.0001,9,37553,0.0002,2.982945396,37553,0.0001,0,18821,0,1,18647,0.0001,2,37551,0.0001,204695,32400,6.32,130,21584328,2866778,7.53,12626968,1414055,8.93,0,0,0,0,1,234,0.0043,1,234,0.0043,0,0,0,0,6,0,0,6,0,0,24,29,0.03,0.0003
131041_COLLIN_CREEK,9,4677,5,0.271111111,2,4677,0.0004,11,9333,0.0012,5.977407848,9333,0.0006,0,4616,0,0,4570,0,0,9333,0,48622,8100,6,109,1616392,272346,5.94,2556536,233574,10.95,0,0,0,0,0,27,0,0,27,0,0,0,0,0,5,0,0,5,0,0,7,6,0.01,0.0011
131041_COLLIN_CREEK,18,36123,61,9.9,5,36123,0.0001,112,64231,0.0017,6.354259072,64231,0.0001,12,31964,0.0004,0,31682,0,1,64232,0,455469,16200,28.12,390,51028960,9691499,5.27,7617744,5047741,1.51,0,0,0,0,3,2867,0.001,12,2867,0.0042,0,0,0,4,261,0.0153,3,261,0.0115,11,139,695,0.01,0.0017
131041_COLLIN_CREEK,36,71225,140,8.975555556,38,71225,0.0005,291,127653,0.0023,86.50913948,127653,0.0007,43,63277,0.0007,10,62661,0.0002,27,127680,0.0002,911894,32400,28.14,439,92065512,23372534,3.94,25977024,13085807,1.99,3,0.0012,3,0.0015,12,5390,0.0022,32,5390,0.0059,0,0,0,12,479,0.0251,6,479,0.0125,19,291,1434,0.01,0.002
131041_COLLIN_CREEK,36,84759,171,11.78111111,43,84759,0.0005,322,151678,0.0021,62.78457611,151678,0.0004,31,75398,0.0004,4,74754,0.0001,6,151684,0,1062514,32400,32.79,476,96289304,22287801,4.32,14316232,14067109,1.02,3,0.0009,2,0.0009,12,6126,0.002,26,6126,0.0042,1,0,0,8,592,0.0135,5,592,0.0084,11,298,1313,0.01,0.002
131041_COLLIN_CREEK,36,95808,227,10.92333333,100,95808,0.001,424,169838,0.0025,178.6355633,169838,0.0011,27,84598,0.0003,9,83999,0.0001,16,169851,0.0001,1150852,32400,35.52,524,116966816,24662644,4.74,15140296,13602053,1.11,4,0.001,5,0.0019,26,7107,0.0037,50,7107,0.007,0,0,0,10,586,0.0171,5,586,0.0085,18,283,1516,0.01,0.0024
131041_COLLIN_CREEK,36,89404,222,11.25777778,78,89404,0.0009,398,157315,0.0025,123.5224732,157315,0.0008,28,78400,0.0004,8,77791,0.0001,23,157338,0.0001,1091366,32400,33.68,515,141209200,29963776,4.71,27577360,14724409,1.87,3,0.0007,3,0.0011,29,6985,0.0042,50,6985,0.0072,0,0,0,8,586,0.0137,2,586,0.0034,17,283,1406,0.01,0.0025
131041_COLLIN_CREEK,36,81168,187,10.49222222,78,81168,0.001,347,142059,0.0024,132.555262,142059,0.0009,26,71264,0.0004,3,69927,0,8,142065,0.0001,1003757,32400,30.98,451,118370840,24806346,4.77,26268920,14809049,1.77,2,0.0006,2,0.0008,22,6641,0.0033,44,6641,0.0066,0,1,0.0018,13,522,0.0249,1,522,0.0019,13,287,1541,0.01,0.0023
131041_COLLIN_CREEK,36,80328,312,11.46444444,190,80328,0.0024,592,140099,0.0042,346.1008959,140099,0.0025,38,69594,0.0005,6,68998,0.0001,21,140118,0.0001,1014820,32400,31.32,479,111887976,28170746,3.97,21923848,15106323,1.45,4,0.0012,4,0.0017,24,7143,0.0034,43,7143,0.006,3,1,0.0014,38,577,0.0659,29,577,0.0503,21,325,1852,0.01,0.0039
131041_COLLIN_CREEK,36,83330,263,17.93777778,131,83330,0.0016,498,142245,0.0035,236.473177,142245,0.0017,31,70532,0.0004,9,69937,0.0001,17,142257,0.0001,1077933,32400,33.27,545,143637320,39286629,3.66,18514872,16457312,1.13,2,0.0005,3,0.0011,42,9050,0.0046,62,9050,0.0069,0,0,0,25,603,0.0415,11,603,0.0182,37,374,2541,0.02,0.0032
131041_COLLIN_CREEK,36,91804,155,20.18555556,27,91804,0.0003,290,155328,0.0019,38.76510415,155328,0.0002,56,77104,0.0007,8,76370,0.0001,20,155346,0.0001,1188312,32400,36.68,546,127111664,36867614,3.45,15799528,15686374,1.01,3,0.0007,3,0.001,45,10026,0.0045,71,10026,0.0071,0,1,0.0014,18,693,0.026,0,693,0,37,441,2946,0.01,0.0017
131041_COLLIN_CREEK,36,86429,137,17.87777778,23,86429,0.0003,254,148607,0.0017,25.39659,148607,0.0002,34,73732,0.0005,4,73237,0.0001,5,148612,0,1067804,32400,32.96,497,124727864,32824462,3.8,17744512,14087558,1.26,5,0.0012,5,0.0019,34,8759,0.0039,54,8759,0.0062,0,0,0,9,514,0.0175,1,514,0.0019,33,346,2271,0.01,0.0016
131041_COLLIN_CREEK,36,68200,74,10.18333333,14,68200,0.0002,131,120837,0.0011,13.56046903,120837,0.0001,30,59987,0.0005,3,59563,0.0001,9,120844,0.0001,814165,32400,25.13,434,88959480,16979598,5.24,15662480,9843367,1.59,4,0.0014,4,0.002,24,5518,0.0043,29,5518,0.0053,0,0,0,3,349,0.0086,1,349,0.0029,3,236,1415,0.01,0.0011
131041_COLLIN_CREEK,36,55131,108,6.894444444,9,55131,0.0002,188,98717,0.0019,6.839487069,98717,0.0001,20,49395,0.0004,6,48902,0.0001,10,98725,0.0001,665760,32400,20.55,350,77041328,13266607,5.81,14452184,9024028,1.6,3,0.0016,3,0.0019,10,3762,0.0027,16,3762,0.0043,0,0,0,3,253,0.0119,0,253,0,8,181,815,0.01,0.002
131041_COLLIN_CREEK,18,22602,29,5.512222222,2,22602,0.0001,53,41372,0.0013,3.955590552,41372,0.0001,2,20545,0.0001,2,20379,0.0001,4,41372,0.0001,280668,16200,17.33,279,29074976,4783552,6.08,5293808,3245144,1.63,1,0.0017,1,0.0017,3,1395,0.0022,6,1395,0.0043,0,0,0,2,78,0.0256,0,78,0,2,82,315,0.01,0.0013
131041_COLLIN_CREEK,36,20312,131,0.348888889,15,20312,0.0007,196,39035,0.005,10.86614269,39035,0.0003,4,19726,0.0002,6,19480,0.0003,10,39045,0.0003,200126,32400,6.18,125,7642640,650065,11.76,15257984,1201305,12.7,0,0,0,0,1,330,0.003,1,330,0.003,0,0,0,0,5,0,0,5,0,0,23,34,0.02,0.0064
131041_COLLIN_CREEK,36,25810,19,1.103333333,5,25810,0.0002,36,48396,0.0007,11.01524382,48396,0.0002,3,24523,0.0001,2,24058,0.0001,0,48396,0,257229,32400,7.94,164,13745688,1348900,10.19,16209640,1473783,11,0,0,0,0,1,785,0.0013,2,785,0.0025,0,0,0,0,27,0,0,27,0,0,38,68,0.01,0.0007
